order_id,order_status,order_created_at,order_date,payment_at,shipping_deadline,shipping_arranged_at,order_completed_at,payment_lead_time_minutes,processing_time_minutes,completion_time_hours,deadline_margin_minutes,is_cancelled,has_started_fulfillment,cancellation_stage,processing_category,is_late_shipment,is_returned,returned_items,total_items,unique_products,is_deadline_risk,cancellation_category
251017BWB1D2CX,Selesai,2025-10-17 21:11:00,2025-10-17,2025-10-17 21:11:00,2025-10-20 23:59:00,2025-10-18 13:07:00,2025-10-22 18:17:00,0.0,956.0,101.16666666666667,3532.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251017BWKSUAKC,Selesai,2025-10-17 21:16:00,2025-10-17,2025-10-17 21:16:00,2025-10-20 23:59:00,2025-10-18 13:08:00,2025-10-23 08:23:00,0.0,952.0,115.25,3531.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251017BWT15AQD,Batal,2025-10-17 21:19:00,2025-10-17,2025-10-17 21:19:00,2025-10-20 23:59:00,,,0.0,,,,1,0,Pre-Fulfillment,Not Processed,0,0,0,1,1,0,Change Order
251017BX1FJXQ4,Selesai,2025-10-17 21:23:00,2025-10-17,2025-10-17 21:23:00,2025-10-20 23:59:00,2025-10-18 13:10:00,2025-10-21 07:42:00,0.0,947.0,66.53333333333333,3529.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251017BXJHYPWC,Batal,2025-10-17 21:33:00,2025-10-17,2025-10-17 21:33:00,2025-10-20 23:59:00,,,0.0,,,,1,0,Pre-Fulfillment,Not Processed,0,0,0,1,1,0,Change Address
251017BXU7HHR2,Selesai,2025-10-17 21:38:00,2025-10-17,2025-10-17 21:38:00,2025-10-20 23:59:00,2025-10-18 13:08:00,2025-10-24 21:06:00,0.0,930.0,151.96666666666667,3531.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251017BYPSNWRD,Selesai,2025-10-17 21:53:00,2025-10-17,2025-10-17 21:53:00,2025-10-20 23:59:00,2025-10-18 18:36:00,2025-10-27 14:53:00,0.0,1243.0,212.28333333333333,3203.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251017C1N8JH40,Selesai,2025-10-17 22:28:00,2025-10-17,2025-10-17 22:28:00,2025-10-20 23:59:00,2025-10-18 18:35:00,2025-10-20 15:11:00,0.0,1207.0,44.6,3204.0,0,1,Not Cancelled,Normal,0,1,1,1,1,0,Not Cancelled
251017C1VEDN4K,Selesai,2025-10-17 22:32:00,2025-10-17,2025-10-18 17:21:00,2025-10-20 23:59:00,2025-10-20 13:27:00,2025-10-28 11:51:00,1129.0,3775.0,190.4,632.0,0,1,Not Cancelled,Critical,0,0,0,1,1,0,Not Cancelled
251018C4UJJAT0,Selesai,2025-10-17 23:25:00,2025-10-17,2025-10-17 23:25:00,2025-10-20 23:59:00,2025-10-18 13:08:00,2025-10-29 08:20:00,0.0,823.0,259.2,3531.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251018C5FMBAXK,Selesai,2025-10-17 23:36:00,2025-10-17,2025-10-17 23:36:00,2025-10-20 23:59:00,2025-10-18 13:10:00,2025-10-24 16:28:00,0.0,814.0,147.3,3529.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251018C9UA6DB3,Selesai,2025-10-18 00:54:00,2025-10-18,2025-10-18 00:55:00,2025-10-20 23:59:00,2025-10-18 13:08:00,2025-10-25 11:52:00,1.0,734.0,166.73333333333332,3531.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251018CEWTMBXJ,Selesai,2025-10-18 02:25:00,2025-10-18,2025-10-18 02:25:00,2025-10-20 23:59:00,2025-10-18 18:35:00,2025-10-26 00:24:00,0.0,970.0,173.81666666666666,3204.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251018CFGXWMW9,Selesai,2025-10-18 02:36:00,2025-10-18,2025-10-18 02:36:00,2025-10-20 23:59:00,2025-10-20 18:06:00,2025-10-23 09:44:00,0.0,3810.0,63.63333333333333,353.0,0,1,Not Cancelled,Critical,0,0,0,1,1,0,Not Cancelled
251018CFR7HYUK,Selesai,2025-10-18 02:40:00,2025-10-18,2025-10-18 02:41:00,2025-10-20 23:59:00,2025-10-18 13:09:00,2025-10-27 12:00:00,1.0,629.0,214.85,3530.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251018CMMPBJ5C,Selesai,2025-10-18 04:08:00,2025-10-18,2025-10-18 04:08:00,2025-10-20 23:59:00,2025-10-18 18:35:00,2025-10-28 15:01:00,0.0,867.0,236.43333333333334,3204.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251018CR6JCY5J,Batal,2025-10-18 05:11:00,2025-10-18,,,,,,,,,1,0,Pre-Fulfillment,Not Processed,0,0,0,1,1,0,Unpaid Order
251018CWX6VXGC,Selesai,2025-10-18 06:54:00,2025-10-18,2025-10-18 06:54:00,2025-10-20 23:59:00,2025-10-18 13:08:00,2025-10-20 15:37:00,0.0,374.0,50.483333333333334,3531.0,0,1,Not Cancelled,Normal,0,0,0,3,3,0,Not Cancelled
251018CX0N4Y0V,Batal,2025-10-18 06:55:00,2025-10-18,2025-10-18 06:55:00,2025-10-20 23:59:00,2025-10-18 06:55:00,,0.0,0.0,,3904.0,1,1,Post-Fulfillment Initiation,Normal,0,0,0,1,1,0,Delivery Failed
251018CY2AR1P3,Selesai,2025-10-18 07:14:00,2025-10-18,2025-10-18 07:14:00,2025-10-20 23:59:00,2025-10-18 13:08:00,2025-10-26 11:45:00,0.0,354.0,190.61666666666667,3531.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251018CYE0M7JB,Selesai,2025-10-18 07:21:00,2025-10-18,2025-10-18 07:21:00,2025-10-20 23:59:00,2025-10-18 18:35:00,2025-10-27 18:34:00,0.0,674.0,215.98333333333332,3204.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251018D203X4FD,Selesai,2025-10-18 08:07:00,2025-10-18,2025-10-18 08:07:00,2025-10-20 23:59:00,2025-10-18 18:35:00,2025-10-27 16:19:00,0.0,628.0,213.73333333333332,3204.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251018D2FTHDDG,Selesai,2025-10-18 08:15:00,2025-10-18,2025-10-18 14:21:00,2025-10-20 23:59:00,2025-10-20 18:08:00,2025-10-28 20:06:00,366.0,3473.0,193.96666666666667,351.0,0,1,Not Cancelled,Critical,0,0,0,1,1,0,Not Cancelled
251018D2W4UXTK,Selesai,2025-10-18 08:23:00,2025-10-18,2025-10-18 08:23:00,2025-10-20 23:59:00,2025-10-18 18:35:00,2025-10-21 17:38:00,0.0,612.0,71.05,3204.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251018D3DP5YK8,Selesai,2025-10-18 08:32:00,2025-10-18,2025-10-18 08:36:00,2025-10-20 23:59:00,2025-10-18 13:10:00,2025-10-20 18:23:00,4.0,278.0,53.21666666666667,3529.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251018D4MQESJS,Selesai,2025-10-18 08:54:00,2025-10-18,2025-10-18 08:55:00,2025-10-20 23:59:00,2025-10-18 18:36:00,2025-10-19 22:34:00,1.0,582.0,27.966666666666665,3203.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251018D5P8B762,Selesai,2025-10-18 09:13:00,2025-10-18,2025-10-18 09:13:00,2025-10-20 23:59:00,2025-10-18 13:06:00,2025-10-26 21:42:00,0.0,233.0,200.6,3533.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251018D7ENNW3C,Batal,2025-10-18 09:44:00,2025-10-18,,,,,,,,,1,0,Pre-Fulfillment,Not Processed,0,0,0,1,1,0,Unpaid Order
251018D7FDG12S,Batal,2025-10-18 09:45:00,2025-10-18,2025-10-18 09:45:00,2025-10-20 23:59:00,,,0.0,,,,1,0,Pre-Fulfillment,Not Processed,0,0,0,1,1,0,Change Address
251018DAFMVX3T,Batal,2025-10-18 10:39:00,2025-10-18,2025-10-18 10:39:00,2025-10-18 13:39:00,,,0.0,,,,1,0,Pre-Fulfillment,Not Processed,0,0,0,3,1,0,Other
251018DARQQ90S,Selesai,2025-10-18 10:44:00,2025-10-18,2025-10-18 10:44:00,2025-10-20 23:59:00,2025-10-18 18:36:00,2025-10-21 10:59:00,0.0,472.0,64.38333333333334,3203.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251018DAVX7M4M,Selesai,2025-10-18 10:46:00,2025-10-18,2025-10-18 10:46:00,2025-10-20 23:59:00,2025-10-18 18:35:00,2025-11-01 15:49:00,0.0,469.0,333.23333333333335,3204.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251018DBE3HA2W,Selesai,2025-10-18 10:56:00,2025-10-18,2025-10-18 10:56:00,2025-10-20 23:59:00,2025-10-18 18:35:00,2025-10-27 10:34:00,0.0,459.0,207.98333333333332,3204.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251018DBFM591H,Batal,2025-10-18 10:56:00,2025-10-18,2025-10-18 10:56:00,2025-10-20 23:59:00,,,0.0,,,,1,0,Pre-Fulfillment,Not Processed,0,0,0,1,1,0,Change Address
251018DBNTK9QH,Selesai,2025-10-18 11:00:00,2025-10-18,2025-10-18 11:03:00,2025-10-20 23:59:00,2025-10-18 18:35:00,2025-10-26 20:55:00,3.0,455.0,194.33333333333334,3204.0,0,1,Not Cancelled,Normal,0,0,0,2,2,0,Not Cancelled
251018DBW37PUR,Batal,2025-10-18 11:04:00,2025-10-18,,,,,,,,,1,0,Pre-Fulfillment,Not Processed,0,0,0,1,1,0,Unpaid Order
251018DEVY7V7Q,Selesai,2025-10-18 11:58:00,2025-10-18,2025-10-18 11:58:00,2025-10-20 23:59:00,2025-10-18 18:36:00,2025-10-29 17:18:00,0.0,398.0,262.7,3203.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251018DF6VS2PW,Selesai,2025-10-18 12:03:00,2025-10-18,2025-10-18 12:03:00,2025-10-20 23:59:00,2025-10-18 18:36:00,2025-10-27 13:27:00,0.0,393.0,210.85,3203.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251018DGHP8XYA,Selesai,2025-10-18 12:27:00,2025-10-18,2025-10-18 12:27:00,2025-10-20 23:59:00,2025-10-18 18:36:00,2025-10-21 20:25:00,0.0,369.0,73.81666666666666,3203.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251018DHEUV4K1,Selesai,2025-10-18 12:43:00,2025-10-18,2025-10-18 12:43:00,2025-10-20 23:59:00,2025-10-18 18:36:00,2025-10-27 14:41:00,0.0,353.0,212.08333333333334,3203.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251018DJY03CR7,Selesai,2025-10-18 13:10:00,2025-10-18,2025-10-18 13:10:00,2025-10-20 23:59:00,2025-10-20 18:06:00,2025-11-02 20:45:00,0.0,3176.0,314.65,353.0,0,1,Not Cancelled,Critical,0,0,0,2,1,0,Not Cancelled
251018DKYS62H7,Selesai,2025-10-18 13:29:00,2025-10-18,2025-10-18 13:29:00,2025-10-20 23:59:00,2025-10-20 13:26:00,2025-10-22 14:18:00,0.0,2877.0,48.86666666666667,633.0,0,1,Not Cancelled,Slow,0,0,0,1,1,0,Not Cancelled
251018DMG5MBTT,Selesai,2025-10-18 13:38:00,2025-10-18,2025-10-18 13:38:00,2025-10-20 23:59:00,2025-10-20 13:25:00,2025-10-23 11:35:00,0.0,2867.0,70.16666666666667,634.0,0,1,Not Cancelled,Slow,0,0,0,1,1,0,Not Cancelled
251018DMWUCNWQ,Selesai,2025-10-18 13:45:00,2025-10-18,2025-10-18 13:46:00,2025-10-20 23:59:00,2025-10-20 15:48:00,2025-10-29 15:13:00,1.0,3003.0,215.41666666666666,491.0,0,1,Not Cancelled,Slow,0,0,0,1,1,0,Not Cancelled
251018DNMKYDU5,Selesai,2025-10-18 13:58:00,2025-10-18,2025-10-18 13:58:00,2025-10-20 23:59:00,2025-10-20 13:29:00,2025-10-25 17:50:00,0.0,2851.0,124.35,630.0,0,1,Not Cancelled,Slow,0,0,0,1,1,0,Not Cancelled
251018DNPE5HYH,Selesai,2025-10-18 13:59:00,2025-10-18,2025-10-18 14:00:00,2025-10-20 23:59:00,2025-10-20 13:27:00,2025-10-29 13:08:00,1.0,2848.0,215.68333333333334,632.0,0,1,Not Cancelled,Slow,0,0,0,1,1,0,Not Cancelled
251018DP64SUT1,Selesai,2025-10-18 14:08:00,2025-10-18,2025-10-18 14:08:00,2025-10-20 23:59:00,2025-10-20 18:06:00,2025-10-30 17:24:00,0.0,3118.0,239.3,353.0,0,1,Not Cancelled,Slow,0,0,0,1,1,0,Not Cancelled
251018DPFBE2TK,Selesai,2025-10-18 14:13:00,2025-10-18,2025-10-18 14:14:00,2025-10-20 23:59:00,2025-10-18 18:35:00,2025-10-19 20:15:00,1.0,262.0,25.666666666666668,3204.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251018DQRR41MF,Selesai,2025-10-18 14:36:00,2025-10-18,2025-10-18 14:36:00,2025-10-20 23:59:00,2025-10-20 13:29:00,2025-10-30 11:42:00,0.0,2813.0,238.21666666666667,630.0,0,1,Not Cancelled,Slow,0,0,0,1,1,0,Not Cancelled
251018DR29AGNV,Batal,2025-10-18 14:42:00,2025-10-18,2025-10-18 14:42:00,2025-10-20 23:59:00,2025-10-20 13:27:00,,0.0,2805.0,,632.0,1,1,Post-Fulfillment Initiation,Slow,0,0,0,1,1,0,Delivery Failed
251018DSF1PQNA,Selesai,2025-10-18 15:07:00,2025-10-18,2025-10-18 15:07:00,2025-10-20 23:59:00,2025-10-20 13:29:00,2025-10-28 19:24:00,0.0,2782.0,197.91666666666666,630.0,0,1,Not Cancelled,Slow,0,0,0,2,1,0,Not Cancelled
251018DSMTRFH2,Selesai,2025-10-18 15:10:00,2025-10-18,2025-10-18 15:10:00,2025-10-20 23:59:00,2025-10-20 18:07:00,2025-10-29 12:03:00,0.0,3057.0,209.93333333333334,352.0,0,1,Not Cancelled,Slow,0,0,0,1,1,0,Not Cancelled
251018DTBUVNBE,Selesai,2025-10-18 15:23:00,2025-10-18,2025-10-18 15:32:00,2025-10-20 23:59:00,2025-10-20 13:24:00,2025-10-22 10:33:00,9.0,2761.0,45.15,635.0,0,1,Not Cancelled,Slow,0,0,0,1,1,0,Not Cancelled
251018DVJG4MV0,Batal,2025-10-18 16:02:00,2025-10-18,,,,,,,,,1,0,Pre-Fulfillment,Not Processed,0,0,0,1,1,0,Unpaid Order
251018E0B5G5M1,Selesai,2025-10-18 17:10:00,2025-10-18,2025-10-18 17:10:00,2025-10-20 23:59:00,2025-10-20 13:24:00,2025-10-29 13:56:00,0.0,2654.0,216.53333333333333,635.0,0,1,Not Cancelled,Attention,0,0,0,1,1,0,Not Cancelled
251018E0JUMD40,Selesai,2025-10-18 17:14:00,2025-10-18,2025-10-18 17:14:00,2025-10-20 23:59:00,2025-10-20 13:30:00,2025-10-25 17:56:00,0.0,2656.0,124.43333333333334,629.0,0,1,Not Cancelled,Attention,0,0,0,1,1,0,Not Cancelled
251018E0TCVV02,Selesai,2025-10-18 17:18:00,2025-10-18,2025-10-18 17:18:00,2025-10-20 23:59:00,2025-10-20 18:05:00,2025-11-03 13:04:00,0.0,2927.0,330.98333333333335,354.0,0,1,Not Cancelled,Slow,0,0,0,1,1,0,Not Cancelled
251018E3AYM1E4,Batal,2025-10-18 18:03:00,2025-10-18,2025-10-18 18:03:00,2025-10-20 23:59:00,,,0.0,,,,1,0,Pre-Fulfillment,Not Processed,0,0,0,1,1,0,Other
251018E3RFKX3X,Selesai,2025-10-18 18:11:00,2025-10-18,2025-10-18 18:11:00,2025-10-20 23:59:00,2025-10-20 13:27:00,2025-10-22 10:22:00,0.0,2596.0,44.916666666666664,632.0,0,1,Not Cancelled,Attention,0,0,0,1,1,0,Not Cancelled
251018E3RXVA13,Selesai,2025-10-18 18:11:00,2025-10-18,2025-10-18 18:12:00,2025-10-20 23:59:00,2025-10-20 13:30:00,2025-10-22 20:08:00,1.0,2599.0,54.63333333333333,629.0,0,1,Not Cancelled,Attention,0,0,0,1,1,0,Not Cancelled
251018E5QKH5RX,Selesai,2025-10-18 18:46:00,2025-10-18,2025-10-18 18:46:00,2025-10-20 23:59:00,2025-10-20 15:48:00,2025-10-24 10:10:00,0.0,2702.0,90.36666666666666,491.0,0,1,Not Cancelled,Slow,0,0,0,1,1,0,Not Cancelled
251018E6SB1JN5,Selesai,2025-10-18 19:05:00,2025-10-18,2025-10-18 19:05:00,2025-10-20 23:59:00,2025-10-18 19:05:00,2025-10-20 09:11:00,0.0,0.0,38.1,3174.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251018E7T7XVR8,Batal,2025-10-18 19:23:00,2025-10-18,2025-10-18 19:23:00,2025-10-20 23:59:00,,,0.0,,,,1,0,Pre-Fulfillment,Not Processed,0,0,0,1,1,0,Change Address
251018E80J3T0N,Selesai,2025-10-18 19:27:00,2025-10-18,2025-10-18 19:27:00,2025-10-20 23:59:00,2025-10-20 13:28:00,2025-10-29 15:04:00,0.0,2521.0,217.6,631.0,0,1,Not Cancelled,Attention,0,0,0,1,1,0,Not Cancelled
251018E8A0C6S5,Selesai,2025-10-18 19:32:00,2025-10-18,2025-10-18 19:32:00,2025-10-20 23:59:00,2025-10-20 13:28:00,2025-10-25 18:46:00,0.0,2516.0,125.3,631.0,0,1,Not Cancelled,Attention,0,0,0,1,1,0,Not Cancelled
251018E92GC0WF,Selesai,2025-10-18 19:46:00,2025-10-18,2025-10-18 19:46:00,2025-10-20 23:59:00,2025-10-20 13:26:00,2025-10-30 15:57:00,0.0,2500.0,242.51666666666668,633.0,0,1,Not Cancelled,Attention,0,0,0,1,1,0,Not Cancelled
251018EA6M5173,Selesai,2025-10-18 20:06:00,2025-10-18,2025-10-18 20:06:00,2025-10-20 23:59:00,2025-10-20 13:26:00,2025-10-24 19:27:00,0.0,2480.0,102.01666666666667,633.0,0,1,Not Cancelled,Attention,0,0,0,1,1,0,Not Cancelled
251018EARR1HBG,Selesai,2025-10-18 20:16:00,2025-10-18,2025-10-18 20:17:00,2025-10-20 23:59:00,2025-10-20 18:06:00,2025-10-24 05:45:00,1.0,2750.0,83.65,353.0,0,1,Not Cancelled,Slow,0,0,0,1,1,0,Not Cancelled
251018EBS0V74E,Selesai,2025-10-18 20:34:00,2025-10-18,2025-10-18 20:34:00,2025-10-20 23:59:00,2025-10-20 18:06:00,2025-10-30 09:37:00,0.0,2732.0,231.51666666666668,353.0,0,1,Not Cancelled,Slow,0,0,0,1,1,0,Not Cancelled
251018EC07MMX5,Selesai,2025-10-18 20:38:00,2025-10-18,2025-10-18 20:38:00,2025-10-20 23:59:00,2025-10-18 20:39:00,2025-10-27 18:44:00,0.0,1.0,214.08333333333334,3080.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251018EC181EU5,Selesai,2025-10-18 20:39:00,2025-10-18,2025-10-18 20:39:00,2025-10-20 23:59:00,2025-10-20 13:26:00,2025-10-31 16:46:00,0.0,2447.0,267.3333333333333,633.0,0,1,Not Cancelled,Attention,0,0,0,1,1,0,Not Cancelled
251018EC6VACAC,Selesai,2025-10-18 20:42:00,2025-10-18,2025-10-18 20:42:00,2025-10-20 23:59:00,2025-10-20 13:26:00,2025-10-22 18:30:00,0.0,2444.0,53.06666666666667,633.0,0,1,Not Cancelled,Attention,0,1,1,1,1,0,Not Cancelled
251018ECVYVHYP,Batal,2025-10-18 20:54:00,2025-10-18,2025-10-18 20:54:00,2025-10-20 23:59:00,,,0.0,,,,1,0,Pre-Fulfillment,Not Processed,0,0,0,1,1,0,Change Order
251018EDAGV0RG,Batal,2025-10-18 21:02:00,2025-10-18,2025-10-18 21:02:00,2025-10-20 23:59:00,,,0.0,,,,1,0,Pre-Fulfillment,Not Processed,0,0,0,1,1,0,Change Order
251018EDD8KP4D,Selesai,2025-10-18 21:04:00,2025-10-18,2025-10-18 21:04:00,2025-10-20 23:59:00,2025-10-20 13:27:00,2025-10-29 20:49:00,0.0,2423.0,223.36666666666667,632.0,0,1,Not Cancelled,Attention,0,0,0,1,1,0,Not Cancelled
251018EDTTHF58,Batal,2025-10-18 21:11:00,2025-10-18,,,,,,,,,1,0,Pre-Fulfillment,Not Processed,0,0,0,1,1,0,Change Address
251018EDVC4DQH,Selesai,2025-10-18 21:12:00,2025-10-18,2025-10-18 21:12:00,2025-10-20 23:59:00,2025-10-20 13:25:00,2025-10-24 13:04:00,0.0,2413.0,95.65,634.0,0,1,Not Cancelled,Attention,0,0,0,1,1,0,Not Cancelled
251018EF4T80AG,Selesai,2025-10-18 21:35:00,2025-10-18,2025-10-18 21:35:00,2025-10-20 23:59:00,2025-10-20 18:04:00,2025-11-01 20:45:00,0.0,2669.0,290.68333333333334,355.0,0,1,Not Cancelled,Attention,0,0,0,1,1,0,Not Cancelled
251018EF8U0XV8,Selesai,2025-10-18 21:37:00,2025-10-18,2025-10-18 21:37:00,2025-10-20 23:59:00,2025-10-20 13:27:00,2025-11-06 15:41:00,0.0,2390.0,410.23333333333335,632.0,0,1,Not Cancelled,Attention,0,0,0,1,1,0,Not Cancelled
251018EH0R59TF,Batal,2025-10-18 22:08:00,2025-10-18,2025-10-18 22:08:00,2025-10-20 23:59:00,,,0.0,,,,1,0,Pre-Fulfillment,Not Processed,0,0,0,1,1,0,Change Order
251018EHE3C0SR,Selesai,2025-10-18 22:16:00,2025-10-18,2025-10-18 22:16:00,2025-10-20 23:59:00,2025-10-20 13:25:00,2025-10-30 22:42:00,0.0,2349.0,249.28333333333333,634.0,0,1,Not Cancelled,Attention,0,0,0,1,1,0,Not Cancelled
251018EHSYWYX8,Batal,2025-10-18 22:22:00,2025-10-18,2025-10-18 22:22:00,2025-10-20 23:59:00,,,0.0,,,,1,0,Pre-Fulfillment,Not Processed,0,0,0,1,1,0,Other
251018EHVD5BYP,Selesai,2025-10-18 22:24:00,2025-10-18,2025-10-18 22:24:00,2025-10-20 23:59:00,2025-10-20 18:04:00,2025-10-28 15:06:00,0.0,2620.0,189.03333333333333,355.0,0,1,Not Cancelled,Attention,0,0,0,1,1,0,Not Cancelled
251018EJU5BCT9,Selesai,2025-10-18 22:41:00,2025-10-18,2025-10-18 22:41:00,2025-10-20 23:59:00,2025-10-18 22:41:00,2025-10-27 11:50:00,0.0,0.0,205.15,2958.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251019EN2XPPAJ,Batal,2025-10-18 23:21:00,2025-10-18,,,,,,,,,1,0,Pre-Fulfillment,Not Processed,0,0,0,1,1,0,Unpaid Order
251019EN45SFBB,Selesai,2025-10-18 23:22:00,2025-10-18,2025-10-18 23:22:00,2025-10-20 23:59:00,2025-10-20 13:28:00,2025-11-01 20:20:00,0.0,2286.0,294.8666666666667,631.0,0,1,Not Cancelled,Attention,0,0,0,1,1,0,Not Cancelled
251019ENXX70WR,Selesai,2025-10-18 23:37:00,2025-10-18,2025-10-18 23:37:00,2025-10-20 23:59:00,2025-10-18 23:37:00,2025-10-27 21:29:00,0.0,0.0,213.86666666666667,2902.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251019ER0BHQAC,Selesai,2025-10-19 00:13:00,2025-10-19,2025-10-19 00:13:00,2025-10-20 23:59:00,2025-10-20 13:29:00,2025-10-30 18:49:00,0.0,2236.0,245.33333333333334,630.0,0,1,Not Cancelled,Attention,0,0,0,1,1,0,Not Cancelled
251019ER7FF1B6,Selesai,2025-10-19 00:17:00,2025-10-19,2025-10-19 00:17:00,2025-10-20 23:59:00,2025-10-20 13:24:00,2025-10-29 18:21:00,0.0,2227.0,220.95,635.0,0,1,Not Cancelled,Attention,0,0,0,1,1,0,Not Cancelled
251019ER9QY8A5,Selesai,2025-10-19 00:18:00,2025-10-19,2025-10-19 00:18:00,2025-10-20 23:59:00,2025-10-20 13:24:00,2025-10-27 10:20:00,0.0,2226.0,164.93333333333334,635.0,0,1,Not Cancelled,Attention,0,0,0,1,1,0,Not Cancelled
251019ERE8V154,Selesai,2025-10-19 00:21:00,2025-10-19,2025-10-19 00:21:00,2025-10-20 23:59:00,2025-10-20 13:26:00,2025-10-24 14:10:00,0.0,2225.0,96.73333333333333,633.0,0,1,Not Cancelled,Attention,0,0,0,1,1,0,Not Cancelled
251019EUP4G2PD,Selesai,2025-10-19 01:19:00,2025-10-19,2025-10-19 01:19:00,2025-10-20 23:59:00,2025-10-20 18:04:00,2025-10-27 19:59:00,0.0,2445.0,169.91666666666666,355.0,0,1,Not Cancelled,Attention,0,0,0,1,1,0,Not Cancelled
251019EUX9S7RH,Selesai,2025-10-19 01:24:00,2025-10-19,2025-10-19 01:24:00,2025-10-20 23:59:00,2025-10-20 18:05:00,2025-10-31 09:27:00,0.0,2441.0,255.36666666666667,354.0,0,1,Not Cancelled,Attention,0,0,0,1,1,0,Not Cancelled
251019EXYS81F8,Selesai,2025-10-19 02:18:00,2025-10-19,2025-10-19 02:18:00,2025-10-20 23:59:00,2025-10-20 13:26:00,2025-10-28 17:26:00,0.0,2108.0,196.0,633.0,0,1,Not Cancelled,Attention,0,0,0,1,1,0,Not Cancelled
251019F08UD5AQ,Selesai,2025-10-19 02:41:00,2025-10-19,2025-10-19 02:41:00,2025-10-20 23:59:00,2025-10-20 13:27:00,2025-11-03 00:12:00,0.0,2086.0,322.75,632.0,0,1,Not Cancelled,Attention,0,0,0,1,1,0,Not Cancelled
251019F3NKCPPG,Selesai,2025-10-19 03:42:00,2025-10-19,2025-10-19 03:42:00,2025-10-20 23:59:00,2025-10-19 03:42:00,2025-10-21 01:11:00,0.0,0.0,45.483333333333334,2657.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251019F9X8EG8N,Selesai,2025-10-19 05:34:00,2025-10-19,2025-10-19 05:34:00,2025-10-20 23:59:00,2025-10-20 18:06:00,2025-10-22 14:59:00,0.0,2192.0,44.88333333333333,353.0,0,1,Not Cancelled,Attention,0,0,0,1,1,0,Not Cancelled
251019FCFWFW9B,Selesai,2025-10-19 06:20:00,2025-10-19,2025-10-19 06:20:00,2025-10-20 23:59:00,2025-10-20 18:06:00,2025-10-27 15:01:00,0.0,2146.0,164.91666666666666,353.0,0,1,Not Cancelled,Attention,0,0,0,1,1,0,Not Cancelled
251019FCV6E26W,Batal,2025-10-19 06:27:00,2025-10-19,,,,,,,,,1,0,Pre-Fulfillment,Not Processed,0,0,0,1,1,0,Voucher Issue
251019FFUQXD53,Selesai,2025-10-19 07:20:00,2025-10-19,2025-10-19 07:20:00,2025-10-20 23:59:00,2025-10-20 13:30:00,2025-10-28 14:20:00,0.0,1810.0,192.83333333333334,629.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251019FGW7SKUW,Selesai,2025-10-19 07:39:00,2025-10-19,2025-10-19 07:39:00,2025-10-20 23:59:00,2025-10-20 13:27:00,2025-11-01 19:14:00,0.0,1788.0,293.78333333333336,632.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251019FJ313RX6,Selesai,2025-10-19 08:00:00,2025-10-19,2025-10-19 08:02:00,2025-10-20 23:59:00,2025-10-20 13:24:00,2025-10-30 19:13:00,2.0,1764.0,245.81666666666666,635.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
